Entity1,Entity2 ,Relation,Example
谷歌,Deep Mind,company/company/acquisition,其中最大一笔收购是谷歌于2014年以4亿美元的价格收购了DeepMind，目前，谷歌团队正在推动DeepMind的技术突破极限
谷歌,Deep Mind,company/company/acquisition,就连硅谷搜索巨头谷歌也将目光放在欧洲，收购了英国人工智能公司DeepMind，成为公司有史以来规模最大的收购交易
谷歌,波士顿动力,company/company/acquisition,2013年，谷歌高调收购波士顿动力
谷歌,Deep Mind,company/company/acquisition,美国谷歌公司花7亿英镑收购三个科学家成立的Deep Mind公司，是看重科技创新
谷歌,摩托罗拉,company/company/acquisition,谷歌当年收购摩托罗拉移动之时花费了12.5亿美金，转手以16.6亿美金的差价让联想做了冤大头，不仅仅获得了部分专利技术，同时赚了个盆体满钵
谷歌,Skybox,company/company/acquisition,不过，Skybox在被谷歌收购之后，发射的卫星数量并不多，只发射过7颗小型卫星
谷歌,Planet Labs,company/company/acquisition,不过，Planet Labs的收购价低于谷歌当时收购Skybox时的5亿美元，但这项交易的价格仍在3亿美元以上
谷歌,Terra Bella,company/company/acquisition,不过，Terra Bella被谷歌收购后，成长速度就有所放缓，而Planet则不断融到资金，并向太空发射了大量卫星
谷歌,Nest,company/company/acquisition,第一个时期是从物联网概念的提出到2013年，在此时期内物联网一直停留在概念阶段，涉及的设备也仅仅限于无线射频领域的“物”;第二个时期为2014～2016年，这一时期以谷歌收购Nest为标志，物联网从无线射频设备进化到了智能可穿戴和智能家居设备;第三个时期从2016年开始至今，在这一时期内，智能可穿戴设备和智能家居设备已经成熟落地并且切实进入到了日常生活当中
谷歌,Nest,company/company/acquisition,如谷歌先后收购Nest、Dropcam、Revolo智能家居公司，同时发布互联网操作系统Brillo与高端路由器OnHub，争夺的是智能家居控制中心
谷歌,Nest,company/company/acquisition,同年，谷歌收购了Nest，智能家居设备的制造商，由前苹果硬件czar托尼·法德尔，被称为“教父的iPod”共同创办
谷歌,Nest,company/company/acquisition,#大公司# 1. 谷歌Nest请来苹果高管拯救 伴随着Nest公司的陨落，谷歌的智能家居计划已经到了危险的边缘，Nest也被列入了谷歌最失败的收购案例之一
谷歌,Nest,company/company/acquisition,从谷歌重金收购Nest到苹果推出HomeKit，小米、联想也纷纷涉足智能插座
谷歌,Nest,company/company/acquisition,2014年6月，谷歌通过Nest耗资5.55亿美元收购了基于云端的家庭监控公司Dropcam，10月又收购了智能家居中枢控制设备公司Revolv，Revolv将参与Nest “Works with Nest”开放计划
谷歌,Nest,company/company/acquisition,谷歌当年收购Nest，信心满满进入了智能家居领域，然而这家公司令谷歌十分失望
谷歌,Nest,company/company/acquisition,最后还有谷歌，当初斥资32亿美元收购了智能家居设备制造商Nest
谷歌,Nest,company/company/acquisition,外界认为，谷歌收购Nest是一个错误
谷歌,Nest,company/company/acquisition,Nest在被谷歌收购后短短9个月，在2014年收购了智能家居中心制造商Revolv，但看上的是Revolv的员工、而非产品
谷歌,Skybox,company/company/acquisition,2014年，谷歌以5亿美元的价格收购了Skybox，后改名为Terra Bella
万达,传奇公司,company/company/acquisition,托马斯·图尔在2005年创立传奇公司，2016年初以35亿美元被万达收购
万达,传奇影业公司,company/company/acquisition,此外，2016年1月12日，万达宣布以不超过35亿美元现金收购美国传奇影业公司，成为迄今中国企业在海外的最大一笔文化并购
万达,传奇影业,company/company/acquisition,2016年1月，万达集团宣布以不超过35亿美元现金收购美国好莱坞巨头传奇影业公司
万达,传奇影业,company/company/acquisition,此外，被万达并购的传奇影业，也在打造自家的“怪兽电影宇宙”，以期将金刚、哥斯拉等怪兽的利益最大化
万达,传奇娱乐,company/company/acquisition,中国大连万达集团持续投资，正快要变成美国最大影院的运营商，并出资35亿美元收购好莱坞制片公司传奇娱乐
万达,传奇影业,company/company/acquisition,消息一出，顿时引起业内高度关注，而此次突然杀出的传奇影业，也让不少人不禁联系到万达集团于去年收购的美国好莱坞电影公司传奇影业
万达,传奇影业,company/company/acquisition,与此同时，投资领域也愈加多元化，过去多是能源方面的海外并购，而现在能源资源领域的投资占比已经下降到不足20%，而第三产业的并购占比在迅速增加，像海尔收购GE家电、万达收购传奇影业、腾讯并购游戏厂商Supercell等等，也包括我们收购Moto和IBM System X，美的以300亿人民币收购德国机器人制造商库卡，更是开启了中国企业收购高端制造业之先河
万达,新媒诚品,company/company/acquisition,12月27日，新三板公司新媒诚品（834522）宣布，公司实际控制人尹香今与万达影视传媒有限公司（以下简称 “万达影视”）达成的框架收购协议，万达影视将收购新媒诚品100%股权
万达影视传媒有限公司,新媒诚品,company/company/acquisition,2016年12月27日，停牌5个多月的新三板公司新媒诚品宣布，公司控股股东、实际控制人尹香今已与万达影视传媒有限公司 （下称 “万达影视”）签署了框架收购协议
万达,Carmike,company/company/acquisition,万达收购Carmike获准，中国企业继续在好莱坞扩张
万达,DCP集团,company/company/acquisition,FX168财经报社(香港)讯大连万达周五(11月4日)宣布以约10亿美元收购美国DCP集团所有股权，标志着万达首次进入电视制作行业，万达娱乐产业版图更趋完善
华为,HexaTier,company/company/acquisition,据LightReading报道，华为已经证实收购了两家以色列厂商——HexaTier和Toga Networks，两家公司将被纳入其下一代网络和企业安全产品组合
华为,Toga Networks,company/company/acquisition,据LightReading报道，华为已经证实收购了两家以色列厂商——HexaTier和Toga Networks，两家公司将被纳入其下一代网络和企业安全产品组合
华为,HexaTier,company/company/acquisition,"据外媒报道,华为以4200万美元收购了安全领域的初创公司HexaTier,这是华为在本月收购的第二家以色列公司"
大众汽车金融服务股份公司,PayByPhone,company/company/acquisition,"12月28日,大众集团旗下子公司大众汽车金融服务股份公司(Volkswagen Financial Services AG)完成了对北美移动支付公司PayByPhone的收购。"
大众,Navistar,company/company/acquisition,德国汽车大厂大众于2016年9月6日公开宣布，以每股15.76 美元的收购价格，认购美国商用汽车生产商Navistar的16.6%股权，总投资金额达到2.56亿美元
大众,保时捷,company/company/acquisition,同时由于2008年金融危机加重保时捷的资金链压力，2009年保时捷被迫与大众汽车达成合资协议，大众汽车以39亿欧元收购保时捷汽车49.9%股权，同时可以使用认购权买下余下 50.1%股权
恒大,美嘉,company/company/acquisition,"据有关媒体报道,恒大接近完成收购美嘉在北京的两座影城,目前正在与美嘉及影城所属的物业方协商一些细节化的东西"
恒大,万科,company/company/acquisition,消息面上，据恒大披露在8月16日至11月9日期间，继续收购了万科1.467%的股份，代价42亿元
联想,摩托罗拉,company/company/acquisition,"收购摩托罗拉手机业务近两年后,联想再次“瘦身”"
苏宁,天天快递,company/company/acquisition,苏宁云商2日晚间宣布，旗下子公司江苏苏宁物流有限公司将收购天天快递全部股份，估值为42.5亿元。
雪铁龙,通用,company/company/acquisition,据路透社2月15日报道，美国通用汽车与法国标致雪铁龙集团周二表示双方正在谈判，后者有可能会收购通用汽车的欧洲业务
雪铁龙,通用,company/company/acquisition,收购通用汽车旗下的欧宝(Opel)和沃克斯豪尔(Vauxhall)品牌，将为标致雪铁龙集团赢得欧洲乘用车市场16.3%的份额，使其超越法国竞争对手雷诺汽车跃居第二，仅次于德国大众汽车
雪铁龙,通用,company/company/acquisition,2月14日，法国标致雪铁龙集团（PSA）与通用汽车同时发布声明称，目前双方正寻求新合作可能性，包括可能由PSA收购通用旗下欧宝/沃克斯豪尔品牌
雪铁龙,通用,company/company/acquisition,标致雪铁龙集团和通用汽车称，标致雪铁龙集团与通用正寻求盈利能力以及运营效率提升，可能会由标致雪铁龙集团收购通用旗下欧宝/沃克斯豪尔品牌，不过“目前不保证能达成协议”
通用,Cruise Automation,company/company/acquisition,我们不妨看看过去一年中，哪些企业都在做智能汽车的布局： 2016年3月，通用汽车公司收购位于旧金山的 Cruise Automation 公司
雪铁龙,通用,company/company/acquisition,对于标致雪铁龙集团而言，收购通用汽车的欧宝和沃克斯豪尔品牌可以让其在欧洲乘用车所占市场份额提升至16.3%，使其超过雷诺集团成为欧洲市场仅落后于大众的第二大车企
雪铁龙,通用,company/company/acquisition,日前，有海外媒体报道称，标致雪铁龙集团（PSA）正在与通用汽车公司商谈收购欧宝汽车的计划，双方将在未来几周内达成协议，但不排除谈判失败的可能
通用,欧宝,company/company/acquisition,1929 年，通用汽车收购了欧宝 80% 的股份
雪铁龙,通用,company/company/acquisition,来自法国的汽车制造集团标致雪铁龙有意向接管美国通用汽车公司在欧洲地区的业务，即收购欧宝以及沃克斯豪尔这两个子品牌
雪铁龙,通用,company/company/acquisition,新的一年，众品牌都在规划各自的未来计划，标致雪铁龙集团正在进行与通用汽车公司商谈收购欧宝汽车的计划，如果成功，欧洲第二大汽车制造商将移位
通用,欧宝,company/company/acquisition,近年来，自1929年起被通用汽车收购的欧宝品牌始终在设法借鉴现代汽车及斯柯达，以期提高自身竞争力
PSA,通用,company/company/acquisition,“我完全能够理解通用汽车寻求出售欧洲业务可能性的原因，但PSA为什么会对收购通用汽车欧洲资产表现出如此浓厚的兴趣，就没那么容易理解了
雪铁龙,通用,company/company/acquisition,在彭博周二报道了相关消息之后，标致雪铁龙证实，正在研究收购通用汽车的欧洲业务
雪铁龙,通用,company/company/acquisition,法国标致雪铁龙集团14日表示，正在考虑从美国通用汽车公司手中收购欧宝品牌的可能性，但到目前为止还没有达成任何结论
雪铁龙,通用,company/company/acquisition,通用汽车下跌1%，公司CEO及董事会主席在欧宝总部现身，之前市场消息称法国雪铁龙公司将从公司手中收购欧宝
雪铁龙,欧宝,company/company/acquisition,各有所需，标致雪铁龙集团(PSA)收购欧宝或成为定局：欧宝作为美国通用汽车公司旗下的子品牌，主营业务集中在欧洲市场，它也是通用在欧洲市场的“主力军”
雪铁龙,欧宝,company/company/acquisition,日前，法国 PSA 集团——也就是标致和雪铁龙汽车的生产商，正在与通用汽车商讨收购后者的欧洲子公司欧宝
通用,Cruise Automation,company/company/acquisition,福特的竞争对手通用汽车2016年3月曾宣布收购自动化初创公司CruiseAutomation，并最终以5.81亿美元的高价完成收购
通用,Cruise Automation,company/company/acquisition,去年，通用汽车公司以10亿美元收购了无人驾驶技术初创公司Cruise Automation，并投资5亿美元收购了网约车公司Lyft的9%股份；同样在去年，Uber以6.8亿美元收购无人驾驶技术公司Otto
通用,Cruise Automation,company/company/acquisition,不久前通用汽车以超过10亿美元的价格收购Cruise Automation
雪铁龙,欧宝,company/company/acquisition,收购通用汽车旗下的欧宝(Opel)和沃克斯豪尔(Vauxhall)品牌，将为标致雪铁龙集团赢得欧洲乘用车市场16.3%的份额，使其超越法国竞争对手雷诺汽车跃居第二，仅次于德国大众汽车
雪铁龙,沃克斯豪尔,company/company/acquisition,收购通用汽车旗下的欧宝(Opel)和沃克斯豪尔(Vauxhall)品牌，将为标致雪铁龙集团赢得欧洲乘用车市场16.3%的份额，使其超越法国竞争对手雷诺汽车跃居第二，仅次于德国大众汽车
雪铁龙,欧宝,company/company/acquisition,2月14日，法国标致雪铁龙集团（PSA）与通用汽车同时发布声明称，目前双方正寻求新合作可能性，包括可能由PSA收购通用旗下欧宝和沃克斯豪尔品牌
雪铁龙,沃克斯豪尔,company/company/acquisition,2月14日，法国标致雪铁龙集团（PSA）与通用汽车同时发布声明称，目前双方正寻求新合作可能性，包括可能由PSA收购通用旗下欧宝和沃克斯豪尔品牌
通用,Cruise Automation,company/company/acquisition,我们不妨看看过去一年中，哪些企业都在做智能汽车的布局： 2016年3月，通用汽车公司收购位于旧金山的 Cruise Automation 公司
通用,Lyft,company/company/acquisition,拒绝通用公司60亿美元收购 打车软件Lyft拟报价百亿 凤凰科技讯 北京时间8月30日消息，据外媒报道，通用汽车（General Motors）曾拟出价约60亿美元收购打车应用Lyft（包括Lyft所持有的14亿美元现金在内），但未能达成最终协议
雪铁龙,通用,company/company/acquisition,德国新任经济部部长居普利斯(BrigitteZypries)表示，法国汽车制造商雪铁龙集团在不征询德国工会及当地政府的情况下尝试就收购通用汽车欧洲业务开展谈判是“完全不可接受”的
福特,法拉利,company/company/acquisition,60 年代初，福特汽车为进军欧洲，尝试收购陷入财务危机的法拉利，但在赛车业务遭到拒绝，为了羞辱法拉利，福特作为厂商车队开始了勒芒之旅
福特,Argo AI,company/company/acquisition,其实对于Argo AI的收购并不是福特在出行服务领域迈出的第一步
福特,Argo AI,company/company/acquisition,对于Argo AI的收购显然会增强福特在无人驾驶领域的信心，也会进一步提速福特相关项目的研发和商用进程――毕竟这一次，福特瞄准的目标是在2021年能够实现达到SAE 4级标准（没有方向盘、油门以及刹车）的无人驾驶汽车的量产和商用
通用,Cruise,company/company/acquisition,10亿美元投资自动驾驶创业公司 福特意欲何为？ 在此之前，通用以 10 亿美元的价格收购了 Cruise
Uber,Otto,company/company/acquisition,Uber 以 6．8 亿美元的价格收购了 Otto
福特,Argo AI,company/company/acquisition,福特CEO马克·菲尔兹直言：之所以没有像通用、Uber100%完成收购，其实是想给初创的Argo保留机会，吸引更多优质人才加入并分得股权
福特,Argo AI,company/company/acquisition,上述交易总额达到10亿美元，由于人工智能是自动驾驶赖以实现的核心技术之一，因而福特汽车对Argo的股权收购也成为传统汽车厂商在自驾驶技术方面规模最大的一项投资
福特,Argo AI,company/company/acquisition,福特收购Argo AI，10亿美元布局无人驾驶
福特,Argo AI,company/company/acquisition,ArgoAI是一家位于匹茨堡的人工智能企业，被福特收购后，将为其开发一款人工智能的虚拟司机系统，以实现福特2021年推出一款全自动无人驾驶汽车的承诺
福特,Argo AI,company/company/acquisition,美国汽车研究中心交通行业分析师EricPaulDennis表示，在福特收购这家公司的前十分钟，他还都没有听说过ArgoAI这家公司
通用,CruiseAutomation,company/company/acquisition,福特的竞争对手通用汽车2016年3月曾宣布收购自动化初创公司CruiseAutomation，并最终以5.81亿美元的高价完成收购
福特,Argo AI,company/company/acquisition,卡内基梅隆大学计算机工程负责自动驾驶研究的RajRajkumar教授对记者表示：“过去福特在自动驾驶方面可能落后于竞争对手通用、奥迪、沃尔沃、谷歌和Uber，现在福特正在通过收购Argo AI赶上自动驾驶的大潮
福特,Argo AI,company/company/acquisition,上周五，福特宣布，它们以10亿美元的价格收购了一家人工智能初创公司Argo AI的大部分股权
福特,Argo AI,company/company/acquisition,对于福特公司来说，收购Argo AI意味着它们能够在无人驾驶的软件技术上得到更好地补充
福特,Argo AI,company/company/acquisition,美国时间2月10日，福特汽车公司宣布斥资10亿美金，收购自动驾驶AI公司Argo的大部分股权，这是传统车企在AI领域最大的单笔投资
奥迪,杜卡迪,company/company/acquisition,如今隶属于大众汽车集团的奥迪公司旗下还有不少子公司，西雅特（SEAT）汽车公司、quattro有限公司、兰博基尼汽车公司以及今年新近收购的意大利顶级摩托车制造商杜卡迪都成为奥迪汽车公司的一员
歌尔股份,丹拿,company/company/acquisition,据了解，Dynaudio属于国际顶尖的高端品牌，歌尔股份对于丹拿的收购，不但增加了产品多元化，增强公司的品牌影响力，还带来了途锐、辉腾、奥迪、大众等汽车渠道的合作商
吉利,沃尔沃,company/company/acquisition,自吉利集团收购沃尔沃至今已达7年，由吉利与沃尔沃共同开发的CMA（Compact Modular Architecture）平台如今终于派上大用场，据悉，出自CMA平台的沃尔沃XC40或将于今年4月在上海车展上正式亮相，对于沃尔沃车迷来说这绝对是一大福利，另外一方面，新车将剑指奥迪Q3和宝马X1所领衔的SUV细分市场，它是否能像前辈XC90一样对市场产生强力冲击，并且取得圆满成功呢？令人相当期待
吉利,沃尔沃,company/company/acquisition,"沃尔沃销量9.10万,你们猜，如果沃尔沃没被吉利收购，销量会更多还是更少？虽然保时捷是倒数第三，但可千万别小看这品牌的盈利能力，照这个发展速度，保时捷国产并非不可能"
吉利,沃尔沃,company/company/acquisition,收购沃尔沃之后，吉利的造车功底越来越好，先后推出了十分不错的车型，博越，博瑞都是产品力很强的车型，最近吉利跟沃尔沃也研发出来的一款全新的suv，这款车在国外车展上亮相，引来了很多外国友人的赞赏，他就是吉利凌克 全新的凌克有着十分不错的造型，前脸设计有着保时捷的韵味，宽大的保险杠配着横条状的进气格栅，整车霸气感很强， 横条状的进气格栅配着LED灯组，设计感很强，在细节上处理的也很到位，下雾灯也使用了镀铬装饰条装饰 整车侧面造型质感很强，原创度很高，吉利跟沃尔沃合作多年以来，这是第一款车型，侧面腰线造型感很强，搭配着R18的轮毂造型动感时尚，尾灯设计感也很强，横向布置的LED灯组夜间效果很好
吉利,莲花汽车,company/company/acquisition,而现在，吉利又要收购一家超跑！与保时捷、法拉利并称世界三大跑车的莲花汽车（Lotus Cars，国内现译为路特斯汽车）如果真能被中国人收入囊中，想想都令人激动呢！ 路透斯汽车（Lotus）成立于1952年，流淌着纯真的英国“血脉”，并且有着一个诗意的名字——莲花
大众,保时捷,company/company/acquisition,在此后的8月13日，大众与保时捷达成了有关合并的协议，在2009年底前大众将斥资约33亿欧元收购保时捷42%的股权
通用,Cruise Automation,company/company/acquisition,丰田公司在上世纪90年代就开始自动驾驶技术的研究，去年宣布将向Uber投资;去年，通用汽车公司以10亿美元收购了无人驾驶技术初创公司Cruise Automation，并投资5亿美元收购了网约车公司Lyft的9%股份;同样在去年，Uber以6.8亿美元收购无人驾驶技术公司Otto
丰田,五十铃,company/company/acquisition,在十多年前，丰田就已经成为富士重工的第一大股东，同一时期也与五十铃合作开发柴油机并收购了后者5.9%的股份；2005年的时候，丰田就入主了斯巴鲁，获得了斯巴鲁类似无框车门和铝合金的防撞梁等高技术，86新车型的诞生就说明了这一点； 2013年的时候，丰田又在燃料电池、跑车、轻量化技术和锂离子电池方面与宝马集团展开合作； 在2016年初，丰田又与福特共同开发Smart Device Link软件技术用于让手机功能更好地嵌入车机；紧接着，又跟马自达展开业务合作，来获得马自达汽车高校的创驰蓝天汽油以及柴油发动机技术
KSS,高田,company/company/acquisition,但是大部分汽车配件业内人士并不看好KSS收购日本高田，因为日本高田公司的情况太过复杂，它与丰田、本田、日产等日本车企之间早就交叉持股，不管出于利益关系还是民族感情，日方对中方入主高田的排斥心理可以预见
吉利,沃尔沃,company/company/acquisition,自吉利集团收购沃尔沃至今已达7年，由吉利与沃尔沃共同开发的CMA（Compact Modular Architecture）平台如今终于派上大用场，据悉，出自CMA平台的沃尔沃XC40或将于今年4月在上海车展上正式亮相，对于沃尔沃车迷来说这绝对是一大福利，另外一方面，新车将剑指奥迪Q3和宝马X1所领衔的SUV细分市场，它是否能像前辈XC90一样对市场产生强力冲击，并且取得圆满成功呢？令人相当期待
吉利,宝腾,company/company/acquisition,在中国的第二次合资仍然前途未卜，宝腾进入中国市场寻求复兴的愿望恐怕要寄托于此次被吉利收购，吉利或将完成又一桩国际收购，进入日系车企业主导的东盟市场
吉利,沃尔沃,company/company/acquisition,吉利汽车是中国近年来成长最快的汽车品牌，瑞典Volvo被吉利汽车收购是近几年来最成功的国际合作案例，这一点宝腾汽车绝对看在眼里
吉利,宝腾,company/company/acquisition,在中国的第二次合资仍然前途未卜，宝腾进入中国市场寻求复兴的愿望恐怕要寄托于此次被吉利收购，此次吉利顺利收购宝腾，或能挑战日本车企在这一地区的强势地位
吉利,沃尔沃,company/company/acquisition,吉利自从收购了沃尔沃之后，发展之路可谓是顺风顺水！近日，有外媒报道，吉利很有可能再下一城，收购马来西亚最大的汽车集团-宝腾汽车！进而进入东盟这个拥有这7亿人口的市场！ 　　消息还没有被吉利官方证实，不过既然有媒体报道，就不会是空穴来风，我们来分析下： 　　马来西亚国家汽车发展计划在 1979 年由时任总理马哈蒂尔提出，1982 年获得内阁通过，1983 年宝腾汽车公司成立
吉利,沃尔沃,company/company/acquisition,7年前，吉利18亿美元收购了沃尔沃汽车的全部实物资产和无形资产，也就是100%的股份，在大多数人看来，有点蛇吞大象的意思
吉利,沃尔沃,company/company/acquisition,不过收购沃尔沃之后，对吉利有什么好处呢？没有用沃尔沃的平台、没有用发动机、还有那些特有的安全技术，吉利和沃尔沃还是两个独立轨道运营的兄弟品牌
吉利,沃尔沃,company/company/acquisition,要说收购沃尔沃之后最大的成就，就是CMA平台了，虽然是沃尔沃和吉利共同研发，不过所有权归吉利汽车，未来沃尔沃和吉利的小型、紧凑型车都采用此平台
吉利,莲花汽车,company/company/acquisition,在技术及产品端，莲花（路特斯）的品牌及技术还是非常有吸引力的，收购之后，吉利很有可能也会整合这一部分来制造跑车，实现中国人的跑车梦
吉利,宝腾,company/company/acquisition,目前来看，最终是否收购、何时收购还没有明确的官方确认，我们还不得而知，不过从国人自身角度来看，作为本土品牌的吉利有能力收购像宝腾这样的企业还是彰显了企业实力，为国人赢得了面子
吉利,沃尔沃,company/company/acquisition,说起自主品牌吉利相信大家都不会陌生，大家都知道吉利汽车自从收购了沃尔沃之后，在不断的吸取一些在造车方面的经验，并且一直在进步，吉利汽车趁着这股热劲推出了吉利博越，博越的上市对于我国汽车市场中的SUV来说是个不小的威胁，因为它的性价比实在太高了，一起来看看吧~ 　　吉利博越外观设计 暖冬送豪礼，购车享优惠更有机会赢取iphone7 意向车型 2017款 1.8TD 自动智联型2016款 2.0L 手动智联型2016款 1.8TD 自动四驱智慧型2016款 1.8TD 自动智尊型2016款 1.8TD 自动智慧型2016款 1.8TD 自动智尚型2016款 1.8TD 手动智慧型2016款 1.8TD 手动智尚型2016款 1.8TD 手动智享型2016款 2.0L 手动智尚型2016款 2.0L 手动智悦型2016款 1.8TD 自动四驱智尊型2015款 概念版 姓名 手机 城市 澳门安徽北京重庆福建广西贵州甘肃广东海南湖南湖北河南河北黑龙江江西吉林江苏辽宁宁夏内蒙古青海上海陕西山西山东四川台湾天津新疆西藏香港云南浙江 南京 提交 广告 吉利汽车 豪礼相送 博越 车系首页|参配|图片|口碑|报价 　　博越的外观并不属于那种惊艳的类型，吉利博越在外观方面采用了许多家族化元素，整体采用了较为厚重的设计语言
吉利,沃尔沃,company/company/acquisition,在吉利收购沃尔沃之后，沃尔沃为其技术反哺的行为我们有目共睹，而越做越好的吉利也收获了相当了得的销售成绩以及品牌形象的大幅提升
吉利,沃尔沃,company/company/acquisition,对于宝腾来说，吉利拥有完整收购沃尔沃的经验，及强大的经济实力；对吉利来说，东盟市场的免税政策、莲花品牌及技术等，都具有强大的吸引力；对吉利股票持有者来说，吉利有望收购51%的控股股权传言让吉利的股价创下新高；对中国来说，也许吉利真的能让你实现跑车梦！
吉利,沃尔沃,company/company/acquisition,我们都知道，吉利在收购了沃尔沃之后不仅在实力有了大幅度提升，在外观设计上也有了长足进步，最近吉利刚刚发布的两款车就用实际行动证实了自己强大的设计能力
吉利,DSI,company/company/acquisition,吉利博瑞搭载了吉利最新研发的1.8L涡轮增压直喷发动机，这台发动机在5500rpm时拥有120kW的最大功率，在1500-4500rpm时能够持续爆发出250Nm的最大扭矩，而与这款发动机匹配的就是6速手自一体变速器，这款变速器大家也很熟悉了，就是收购了澳大利亚自动变速器公司DSI之后在很多车型上使用的6AT，所以从技术上说也相当成熟
吉利,宝腾,company/company/acquisition,吉利这次收购宝腾，那么吉利控股集团有望收购宝腾汽车 51% 的股权，如果成功达成此项交易，吉利将获得宝腾在马来西亚的全部生产线，其战略意义有两点： 　　1、进一步丰富产品线，整合技术2、以免关税进入东盟市场，要知道马来西亚对进口汽车征收高额关税，以保护本土汽车产商！ 　　不管怎么说，期待吉利成功收购，你们说是吧！
吉利,沃尔沃,company/company/acquisition,自吉利收购沃尔沃之后，吉利就像吃了大力丸一样，无论是品牌形象还是技术研发都提升了很多，发展速度非常快
吉利,高田,company/company/acquisition,现在又有一家国际汽车行业巨头要被中国企业收购了，它就是日本高田，而这次收购，则意味着吉利的再次壮大
吉利,高田,company/company/acquisition,中国企业发展地越来越好，相信收购了高田之后的吉利会发展地更好，吞并高田，让日本人为咱们中国人赚钱！ 声明：本站原创文章所有权归携景财富网所有，转载务必注明来源； 转载文章仅代表原作者观点，不代表本站立场；如有侵权、违规，请联系我方删除
吉利,沃尔沃,company/company/acquisition,2010年3月，吉利耗资18亿美元，从福特手里收购了持续亏损的沃尔沃轿车100%股权，运用杠杆收购，吉利将当时总营收超过自己20倍的豪华车巨头收入囊中
吉利,DSI,company/company/acquisition,变速箱方面，与之匹配的是6AT自动变速箱，其技术来自于被吉利收购的澳大利亚DSI变速箱公司，提供普通、运动以及经济三种驾驶模式
吉利,沃尔沃,company/company/acquisition,回顾吉利的这段发展历程，有创业时期的筚路蓝缕和受到的冷嘲热讽，也有美日、自由舰以及美人豹等令人印象深刻的车型，更有入股英国锰铜，收购沃尔沃、澳大利亚DSI的壮志豪情
吉利,DSI,company/company/acquisition,回顾吉利的这段发展历程，有创业时期的筚路蓝缕和受到的冷嘲热讽，也有美日、自由舰以及美人豹等令人印象深刻的车型，更有入股英国锰铜，收购沃尔沃、澳大利亚DSI的壮志豪情
吉利,沃尔沃,company/company/acquisition,吉利自从收购沃尔沃以后，多年来自主技术越发精湛，而其旗下神车层出不穷，其中的GX7更是年销10万台，成为吉利非常有出息的一个孩子
吉利,沃尔沃,company/company/acquisition,不得不说，吉利收购沃尔沃之后，对市场的产品线控制的很厉害，短短的两年内就能够将品牌打响，也是挺不简单的
吉利,沃尔沃,company/company/acquisition,或许长城和吉利是天生的对手，这两款车同样主推中高端市场，作为两个自主品牌，吉利凭借的是收购沃尔沃后不断更新的技术储备和品牌背书，而长城是把WEY当成了下一个H6吗？ 二月已过去三分之一的时间，接着马上三月、四月......在未来的日子吉利和长城的较量依然存在，吉利借着沃尔沃这颗大树路会越走越宽，这是一个大概率事件
吉利,沃尔沃,company/company/acquisition,这几年自主车企竞争力越来越大，长城汽车依靠哈弗系列的多款车型一直保持销量第一的位置，吉利汽车在收购沃尔沃后也一直是自主品牌的中尖力量
吉利,沃尔沃,company/company/acquisition,几乎从吉利收购沃尔沃到双方产品得到巨大的提高，沃尔沃全新SUV XC90在欧美市场特别待见，吉利博瑞、博越等等一系列产品也顺势而上
吉利,沃尔沃,company/company/acquisition,"浙江吉利控股集团有限公司在瑞典哥德堡与福特汽车签署最终股权收购协议,获得沃尔沃轿车公司100%的股权以及包括知识产权的相关资产"
吉利,沃尔沃,company/company/acquisition,"算来吉利收购沃尔沃汽车已近7年，吉利汽车称,自收购沃尔沃以来,公司已向后者投资110亿美元"
吉利,沃尔沃,company/company/acquisition,2009年在他39岁时加盟吉利，带领团队完成中国汽车工业历史上最大海外并购“吉利收购沃尔沃”，并重组沃尔沃瑞典及美国董事会，主导沃尔沃在中国市场落地
吉利,沃尔沃,company/company/acquisition,收购沃尔沃之后，吉利的造车功底越来越好，先后推出了十分不错的车型，博越，博瑞都是产品力很强的车型，最近吉利跟沃尔沃也研发出来的一款全新的suv，这款车在国外车展上亮相，引来了很多外国友人的赞赏，他就是吉利凌克 暖冬送豪礼，购车享优惠更有机会赢取iphone7 意向车型 2015款 1.5L 手动两厢进取型 姓名 手机 城市 澳门安徽北京重庆福建广西贵州甘肃广东海南湖南湖北河南河北黑龙江江西吉林江苏辽宁宁夏内蒙古青海上海陕西山西山东四川台湾天津新疆西藏香港云南浙江 南京 提交 广告 吉利汽车 豪礼相送 英伦C5 车型首页|参配|图片|口碑|报价 全新的凌克有着十分不错的造型，前脸设计有着保时捷的韵味，宽大的保险杠配着横条状的进气格栅，整车霸气感很强， 横条状的进气格栅配着LED灯组，设计感很强，在细节上处理的也很到位，下雾灯也使用了镀铬装饰条装饰 整车侧面造型质感很强，原创度很高，吉利跟沃尔沃合作多年以来，这是第一款车型，侧面腰线造型感很强，搭配着R18的轮毂造型动感时尚，尾灯设计感也很强，横向布置的LED灯组夜间效果很好
吉利,沃尔沃,company/company/acquisition,说到国内汽车品牌海外收购，印象最深的就属吉利了，先后收购世界第二大变速器公司DSI（DSI现在已被吉利出售）、沃尔沃轿车、英国猛铜公司（13年以前只是控股，13年2月才全资收购）
